session,division,date,subject,result,yeas,nays,paired,bill,bill_type,bill_type_source,category,stage,confidence_proxy,repair_id,source_file
42-1,137,2016-10-26T18:20:00,Private Members' Business M-42 (Tax avoidance),Negatived,51,260,0,,,unknown,private_members_business,,0,,Parliament_42-1/votes_metadata.csv
42-1,138,2016-10-26T18:30:00,Private Members' Business M-40 (Abandoned vessels),Agreed To,311,0,0,,,unknown,private_members_business,,0,,Parliament_42-1/votes_metadata.csv
42-1,139,2016-10-26T18:40:00,"2nd reading of Bill S-201, An Act to prohibit and prevent genetic discrimination",Agreed To,311,0,0,S-201,Senate Public Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,140,2016-11-01T15:00:00,Opposition Motion (Care for First Nations children),Agreed To,302,0,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,141,2016-11-02T18:00:00,Private Members' Business M-39 (Immigration to Atlantic Canada),Agreed To,283,0,0,,,unknown,private_members_business,,0,,Parliament_42-1/votes_metadata.csv
42-1,142,2016-11-02T18:10:00,"2nd reading of Bill S-208, An Act respecting National Seal Products Day",Agreed To,283,3,0,S-208,Senate Public Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,143,2016-11-02T18:20:00,"3rd reading and adoption of Bill C-224, An Act to amend the Controlled Drugs and Substances Act (assistance — drug overdose)",Agreed To,289,0,0,C-224,Private Member’s Bill,legisinfo,private_members_business,third_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,144,2016-11-15T11:09:19,"Time allocation for Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",Agreed To,174,131,0,C-29,House Government Bill,legisinfo,procedural,,1,,Parliament_42-1/votes_metadata.csv
42-1,145,2016-11-15T15:00:57,Opposition Motion (Preferential access to government),Negatived,134,173,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,146,2016-11-15T18:25:37,"2nd reading of Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures (subamendment)",Negatived,135,175,0,C-29,House Government Bill,legisinfo,government_bill,second_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,147,2016-11-15T18:35:45,"2nd reading of Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures (reasoned amendment)",Negatived,135,175,0,C-29,House Government Bill,legisinfo,government_bill,second_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,148,2016-11-15T18:45:05,"2nd reading of Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",Agreed To,174,136,0,C-29,House Government Bill,legisinfo,government_bill,second_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,149,2016-11-15T18:55:41,"2nd reading of Bill C-26, An Act to amend the Canada Pension Plan, the Canada Pension Plan Investment Board Act and the Income Tax Act (subamendment)",Negatived,88,215,0,C-26,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,150,2016-11-16T16:05:50,Motion to hear another Member,Agreed To,222,63,0,,,unknown,procedural,,0,42-1/150,Parliament_42-1/votes_metadata.csv
42-1,151,2016-11-16T17:00:13,Motion to adjourn the House,Negatived,81,212,0,,,unknown,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,152,2016-11-17T10:35:56,Motion to proceed to Orders of the Day,Agreed To,167,113,0,,,unknown,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,153,2016-11-17T11:50:34,"Time allocation for Bill C-26, An Act to amend the Canada Pension Plan, the Canada Pension Plan Investment Board Act and the Income Tax Act",Agreed To,167,118,0,C-26,House Government Bill,legisinfo,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,154,2016-11-17T18:15:04,"2nd reading of Bill C-26, An Act to amend the Canada Pension Plan, the Canada Pension Plan Investment Board Act and the Income Tax Act (reasoned amendment)",Negatived,57,192,0,C-26,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,155,2016-11-17T18:25:06,"2nd reading of Bill C-26, An Act to amend the Canada Pension Plan, the Canada Pension Plan Investment Board Act and the Income Tax Act",Agreed To,192,57,0,C-26,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,156,2016-11-29T11:10:34,"Time allocation for Bill C-26, An Act to amend the Canada Pension Plan, the Canada Pension Plan Investment Board Act and the Income Tax Act",Agreed To,172,133,0,C-26,House Government Bill,legisinfo,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,157,2016-11-29T18:15:55,"Bill C-26, An Act to amend the Canada Pension Plan, the Canada Pension Plan Investment Board Act and the Income Tax Act (report stage amendment)",Negatived,85,216,0,C-26,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,158,2016-11-29T18:25:01,"Concurrence at report stage of Bill C-26, An Act to amend the Canada Pension Plan, the Canada Pension Plan Investment Board Act and the Income Tax Act",Agreed To,216,85,0,C-26,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,159,2016-11-30T15:50:10,Motion to proceed to Orders of the Day,Agreed To,167,133,0,,,unknown,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,160,2016-11-30T18:15:39,"3rd reading and adoption of Bill C-26, An Act to amend the Canada Pension Plan, the Canada Pension Plan Investment Board Act and the Income Tax Act",Agreed To,209,87,0,C-26,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,161,2016-12-01T17:45:58,Opposition Motion (Cuba),Negatived,82,218,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,162,2016-12-01T17:55:44,Concurrence in an opposed item,Agreed To,211,90,0,,,unknown,supply,,0,,Parliament_42-1/votes_metadata.csv
42-1,163,2016-12-01T18:05:11,Concurrence in an opposed item,Agreed To,171,129,0,,,unknown,supply,,0,,Parliament_42-1/votes_metadata.csv
42-1,164,2016-12-01T18:15:02,Concurrence in estimates,Agreed To,171,128,0,,,unknown,supply,,1,,Parliament_42-1/votes_metadata.csv
42-1,165,2016-12-01T18:34:21,"2nd reading of Bill C-35, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,171,128,0,C-35,House Government Bill,legisinfo,supply,second_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,166,2016-12-01T18:35:26,"Concurrence at report stage of Bill C-35, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,171,128,0,C-35,House Government Bill,legisinfo,supply,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,167,2016-12-01T18:45:43,"3rd reading and adoption of Bill C-35, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2017",Agreed To,171,128,0,C-35,House Government Bill,legisinfo,supply,third_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,168,2016-12-05T13:00:02,"Time allocation for Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",Agreed To,163,105,0,C-29,House Government Bill,legisinfo,procedural,,1,,Parliament_42-1/votes_metadata.csv
42-1,169,2016-12-05T19:00:00,"Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures (report stage amendment)",Negatived,83,205,0,C-29,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,170,2016-12-05T19:10:00,"Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures (report stage amendment)",Negatived,77,211,0,C-29,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,171,2016-12-05T19:20:18,"Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures (report stage amendment)",Negatived,116,172,0,C-29,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,172,2016-12-05T19:30:03,"Concurrence at report stage of Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",Agreed To,172,116,0,C-29,House Government Bill,legisinfo,government_bill,report_stage,1,,Parliament_42-1/votes_metadata.csv
42-1,173,2016-12-06T17:45:47,"3rd reading and adoption of Bill C-29, A second Act to implement certain provisions of the budget tabled in Parliament on March 22, 2016 and other measures",Agreed To,168,129,0,C-29,House Government Bill,legisinfo,government_bill,third_reading,1,,Parliament_42-1/votes_metadata.csv
42-1,174,2016-12-06T17:55:49,"2nd reading of Bill C-245, An Act concerning the development of a national poverty reduction strategy in Canada",Negatived,52,238,0,C-245,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,175,2016-12-06T18:05:35,"2nd reading of Bill C-228, An Act to amend the Fisheries Act (closed containment aquaculture)",Negatived,80,215,0,C-228,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,42-1/175,Parliament_42-1/votes_metadata.csv
42-1,176,2016-12-13T18:00:03,"2nd reading of Bill C-31, An Act to implement the Free Trade Agreement between Canada and Ukraine",Agreed To,303,0,0,C-31,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,177,2016-12-13T18:10:35,Second Report of the Special Committee on Electoral Reform,Negatived,131,173,0,,,unknown,committee_report,,0,,Parliament_42-1/votes_metadata.csv
42-1,178,2016-12-13T18:20:00,"2nd reading of Bill C-30, An Act to implement the Comprehensive Economic and Trade Agreement between Canada and the European Union and its Member States and to provide for certain other measures (previous question)",Agreed To,256,48,0,C-30,House Government Bill,legisinfo,procedural,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,179,2016-12-13T18:30:25,"2nd reading of Bill C-30, An Act to implement the Comprehensive Economic and Trade Agreement between Canada and the European Union and its Member States and to provide for certain other measures",Agreed To,266,39,0,C-30,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,180,2016-12-13T18:40:50,"2nd reading of Bill C-235, An Act to amend the Criminal Code and the Corrections and Conditional Release Act (fetal alcohol disorder)",Negatived,133,170,0,C-235,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,181,2016-12-13T18:50:52,"2nd reading of Bill C-306, An Act to establish a Crimean Tatar Deportation (“Sürgünlik”) Memorial Day and to recognize the mass deportation of the Crimean Tatars in 1944 as an act of genocide",Negatived,137,160,0,C-306,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,182,2016-12-13T19:00:03,Private Members' Business M-73 (German Heritage Month),Agreed To,301,0,0,,,unknown,private_members_business,,0,,Parliament_42-1/votes_metadata.csv
42-1,183,2016-12-13T19:10:15,"2nd reading of Bill C-301, An Act to amend the Income Tax Act and to make a related amendment to another Act (registered retirement income fund)",Negatived,125,179,0,C-301,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,184,2017-02-01T16:00:00,"Time allocation for Bill C-37, An Act to amend the Controlled Drugs and Substances Act and to make related amendments to other Acts",Agreed To,206,86,0,C-37,House Government Bill,legisinfo,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,185,2017-02-01T17:45:00,"2nd reading of Bill C-37, An Act to amend the Controlled Drugs and Substances Act and to make related amendments to other Acts",Agreed To,216,76,0,C-37,House Government Bill,legisinfo,government_bill,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,186,2017-02-01T17:55:00,"2nd reading of Bill C-309, An Act to establish Gender Equality Week",Agreed To,287,1,0,C-309,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,187,2017-02-07T15:00:06,Opposition Motion (Taxes on health and dental care plans) (amendment),Negatived,88,225,0,,,unknown,opposition_motion,amendment,0,,Parliament_42-1/votes_metadata.csv
42-1,188,2017-02-07T15:10:17,Opposition Motion (Taxes on health and dental care plans),Negatived,138,175,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,189,2017-02-07T15:00:37,"Bill C-30, An Act to implement the Comprehensive Economic and Trade Agreement between Canada and the European Union and its Member States and to provide for certain other measures (report stage amendment)",Negatived,50,263,0,C-30,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,190,2017-02-07T15:30:00,"Concurrence at report stage of Bill C-30, An Act to implement the Comprehensive Economic and Trade Agreement between Canada and the European Union and its Member States and to provide for certain other measures",Agreed To,263,50,0,C-30,House Government Bill,legisinfo,government_bill,report_stage,0,,Parliament_42-1/votes_metadata.csv
42-1,191,2017-02-08T18:00:05,"2nd reading of Bill C-305, An Act to amend the Criminal Code (mischief)",Agreed To,303,0,0,C-305,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,192,2017-02-08T18:10:12,"2nd reading of Bill C-274, An Act to amend the Income Tax Act (transfer of small business or family farm or fishing corporation)",Negatived,145,157,0,C-274,Private Member’s Bill,legisinfo,private_members_business,second_reading,0,,Parliament_42-1/votes_metadata.csv
42-1,193,2017-02-14T10:40:08,"Time allocation for Bill C-37, An Act to amend the Controlled Drugs and Substances Act and to make related amendments to other Acts",Agreed To,207,85,0,C-37,House Government Bill,legisinfo,procedural,,0,,Parliament_42-1/votes_metadata.csv
42-1,194,2017-02-14T12:59:04,Opposition Motion (Commitments regarding electoral reform),Negatived,130,173,0,,,unknown,opposition_motion,,0,,Parliament_42-1/votes_metadata.csv
42-1,195,2017-02-14T13:02:53,"3rd reading and adoption of Bill C-31, An Act to implement the Free Trade Agreement between Canada and Ukraine",Agreed To,304,0,0,C-31,House Government Bill,legisinfo,government_bill,third_reading,0,,Parliament_42-1/votes_metadata.csv
